50515	1202	1286
50516	996	1059
50517	187	2894
50518	817	846
50519	977	1044
50520	1791	3342
50521	41	2129
50522	986	999
50523	976	1012
50524	50519	50516
50525	4444	4619
50526	452	1158
50527	596	624
50528	1385	2439
50529	1035	1078
50530	1680	1690
50531	1002	1093
50532	1019	1108
50533	988	1048
50534	1674	3306
50535	2887	3324
50536	3689	5157
50537	980	1062
50538	38	5003
50539	50517	3488
50540	3408	3470
50541	863	864
50542	958	1090
50543	9393	9409
50544	179	2872
50545	6598	6622
50546	974	1073
50547	6012	6036
50548	50523	1022
50549	50531	1032
50550	1691	3297
50551	136	1256
50552	5913	5920
50553	3761	3777
50554	9960	9966
50555	5577	6785
50556	2311	3699
50557	1182	2518
50558	968	1119
50559	1523	1545
50560	50533	50524
50561	50518	680
50562	1043	1091
50563	6494	6514
50564	1028	1080
50565	1667	1689
50566	1274	1327
50567	2128	2132
50568	1325	1338
50569	50520	2989
50570	3321	3945
50571	564	2130
50572	4624	4649
50573	3800	3833
50574	2136	2353
50575	935	1089
50576	1111	1116
50577	50537	1079
50578	3713	3714
50579	2547	2586
50580	3370	7225
50581	2796	2822
50582	50522	3468
50583	839	3293
50584	865	1179
50585	2959	3919
50586	3490	3980
50587	6736	6773
50588	6791	7016
50589	3540	3542
50590	4780	4809
50591	559	1183
50592	50549	50546
50593	1347	1965
50594	50536	3720
50595	50515	155
50596	50542	998
50597	947	1052
50598	2078	3841
50599	3060	3106
50600	979	1046
50601	1866	1869
50602	125	2652
50603	50530	8283
50604	404	1981
50605	6731	6811
50606	726	1241
50607	50534	1684
50608	7295	7314
50609	50608	3954
50610	483	1211
50611	831	5319
50612	2991	3008
50613	6738	6981
50614	1568	2465
50615	9426	9438
50616	4679	4796
50617	50529	943
50618	12996	13045
50619	1009	1726
50620	50564	1117
50621	50535	3448
50622	4746	4885
50623	3503	5299
50624	1709	2209
50625	8849	14140
50626	2825	7109
50627	12896	12982
50628	1067	4981
50629	311	2804
50630	680	817
50631	3351	5134
50632	1263	1302
50633	50528	1137
50634	50544	50539
50635	5144	5156
50636	92	105
50637	50541	1323
50638	50569	50545
50639	1435	5650
50640	50556	7006
50641	6800	6970
50642	7011	7758
50643	50577	50560
50644	3879	3885
50645	50526	2137
50646	6373	6432
50647	50563	6556
50648	1083	1094
50649	435	458
50650	50540	2198
50651	5371	5375
50652	1867	7259
50653	140	148
50654	50653	154
50655	7801	7838
50656	50655	7818
50657	50578	3674
50658	1208	1287
50659	3009	3020
50660	3569	3934
50661	1018	13294
50662	1754	2053
50663	1101	3000
50664	3479	3480
50665	8675	8741
50666	5300	9356
50667	50521	842
50668	1670	3476
50669	50565	1666
50670	3092	3105
50671	4001	4006
50672	2506	2508
50673	822	5304
50674	3134	3143
50675	1673	1688
50676	8700	12854
50677	1377	5418
50678	1393	17857
50679	1029	3015
50680	3738	3781
50681	1006	12277
50682	1790	2593
50683	2529	2538
50684	50576	1383
50685	3353	3718
50686	1198	1529
50687	2546	2577
50688	929	11319
50689	3315	3971
50690	68	100
50691	2820	4193
50692	843	908
50693	936	1068
50694	50582	1001
50695	16433	16443
50696	568	679
50697	50597	50592
50698	7968	7976
50699	3318	3988
50700	50594	50555
50701	6877	6883
50702	2403	3373
50703	484	488
50704	5644	5648
50705	6515	6539
50706	431	444
50707	4384	4575
50708	50581	11411
50709	13141	13148
50710	165	167
50711	50562	50548
50712	918	1031
50713	50538	1790
50714	1299	1320
50715	1324	1332
50716	6355	6357
50717	50715	50714
50718	4772	4886
50719	14663	14667
50720	50718	4516
50721	1193	4217
50722	50547	6047
50723	6746	6822
50724	9584	9585
50725	50543	2462
50726	50525	4855
50727	404	1149
50728	8666	11676
50729	6957	6986
50730	1390	3547
50731	1012	1022
50732	1026	1047
50733	50561	861
50734	7413	10435
50735	4836	8546
50736	2325	13650
50737	10312	10316
50738	959	1008
50739	568	19203
50740	731	775
50741	242	5402
50742	289	2975
50743	764	768
50744	10889	10954
50745	6922	6925
50746	1671	8297
50747	50603	9618
50748	10226	10302
50749	1053	1061
50750	50593	1953
50751	11101	11108
50752	50751	11086
50753	50602	50585
50754	1177	2437
50755	1247	1276
50756	4538	4556
50757	50613	8427
50758	1142	3132
50759	6213	6228
50760	452	2353
50761	12172	13548
50762	50620	50596
50763	50515	2171
50764	1213	9697
50765	1159	5287
50766	38	1791
50767	102	5198
50768	981	987
50769	4299	4397
50770	1003	1063
50771	1050	1114
50772	50553	5557
50773	50695	16442
50774	50584	816
50775	5540	6564
50776	6738	6793
50777	3948	3953
50778	10305	11150
50779	10258	13644
50780	13710	13713
50781	986	1001
50782	5087	8750
50783	11569	11655
50784	601	621
50785	6814	6815
50786	12297	12301
50787	50607	50550
50788	7288	7320
50789	3125	5927
50790	9502	9510
50791	4748	4898
50792	50586	3485
50793	50790	9503
50794	6796	8287
50795	3697	3703
50796	895	911
50797	3930	3938
50798	1675	3343
50799	790	2446
50800	50643	50600
50801	50619	15304
50802	1170	2518
50803	7988	8005
50804	3754	3815
50805	8623	8712
50806	50588	2328
50807	5570	5594
50808	7757	10925
50809	4196	9354
50810	4607	5556
50811	50605	6991
50812	50626	1132
50813	17161	17162
50814	358	530
50815	962	1107
50816	572	5207
50817	4828	4905
50818	3379	3394
50819	8673	8686
50820	35	970
50821	9650	13647
50822	924	1106
50823	10996	11011
50824	50823	10978
50825	50824	10995
50826	1866	4934
50827	3706	9921
50828	3654	18063
50829	3676	3696
50830	16198	16239
50831	2187	5559
50832	1669	7127
50833	50673	50611
50834	4808	5183
50835	1256	1340
50836	835	904
50837	8923	10361
50838	1897	8102
50839	4911	7280
50840	50649	427
50841	6504	6560
50842	1854	2096
50843	8258	8275
50844	7874	8492
50845	50575	50532
50846	1099	3837
50847	187	2129
50848	104	5202
50849	1910	1922
50850	50571	2138
50851	6622	11148
50852	917	1104
50853	1385	2132
50854	2764	2765
50855	465	5290
50856	2093	5145
50857	788	1547
50858	50652	11235
50859	3384	3456
50860	185	4224
50861	9230	12304
50862	50674	3525
50863	7414	7419
50864	840	906
50865	3386	16819
50866	1508	5021
50867	50662	3489
50868	2213	5278
50869	6754	10349
50870	6852	6858
50871	50870	6835
50872	3204	3207
50873	1668	2297
50874	1089	4043
50875	5284	9351
50876	1421	5675
50877	12080	12099
50878	1017	1118
50879	50559	4244
50880	50642	14596
50881	50720	4878
50882	2082	2085
50883	6803	8254
50884	11054	16436
50885	1790	5003
50886	50730	3578
50887	666	672
50888	759	3188
50889	3458	10556
50890	1265	1551
50891	14695	18612
50892	4421	4758
50893	50599	1256
50894	7957	7971
50895	145	171
50896	6389	6449
50897	2041	2048
50898	7143	8277
50899	50641	8248
50900	5326	5330
50901	1182	2904
50902	2993	3017
50903	932	1084
50904	127	4236
50905	1015	1039
50906	2989	14413
50907	13288	13299
50908	50573	5151
50909	50557	1170
50910	50628	50570
50911	50762	50697
50912	6247	6274
50913	876	879
50914	33	1808
50915	1412	1789
50916	22288	22304
50917	4643	4763
50918	586	639
50919	50629	2808
50920	2374	2438
50921	2824	11183
50922	3334	3854
50923	1295	1316
